titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Evaluation of Various Objective Functions for Optimal Reactive Power Flow Including Transformer Tap Changer Optimisation,"Modern distribution grids with high penetration of renewable generation provide substantial flexibility through distributed reactive power sources and transformer tap changers. This high degree of freedom can be exploited for optimisation. However, choosing an objective function for optimisation is not trivial, e.~g. minimising grid losses may lead to overvoltages and minimising voltage deviations may lead to higher reactive power flows to neighbouring system operators. Thus, this paper deals with the design of an objective function for the centralised optimisation of distributed reactive power sources and transformer tap changers. Different objectives for characteristic network quantities are investigated for the optimisation and optimised in a combined manner and separately. The consequences of optimising conflicting target values are then analysed. For the optimisation, various grid usage cases of a 110 kV benchmark power grid from SimBench are examined. The investigated power grid is characterised by a high proportion of renewable energy plants. The optimisation is carried out in a data-driven, object-oriented manner using the interior point method with open source software. At the end of the paper, a meaningful optimisation function with combined weighted objectives is derived and the results are analysed.",['math.OC'],http://arxiv.org/abs/2604.20724v1,https://arxiv.org/pdf/2604.20724v1,22/04/2026-16:09:28,"['Gerald Gebhardt', 'Bernd Engel']",math.OC
Tokenised Flow Matching for Hierarchical Simulation Based Inference,"The cost of simulator evaluations is a key practical bottleneck for Simulation Based Inference (SBI). In hierarchical settings with shared global parameters and exchangeable site-level parameters and observations, this structure can be exploited to improve simulation efficiency. Existing hierarchical SBI approaches factorise the posterior yet still simulate across multiple sites per training sample; We instead explore likelihood factorisation (LF) to train from single-site simulations. In LF sampling we learn a per-site neural surrogate of the simulator and then assemble synthetic multi-site observations to amortise inference for the full hierarchical posterior. Building on this, we propose Tokenised Flow Matching for Posterior Estimation (TFMPE), a tokenised flow matching approach that supports function-valued observations through likelihood factorisation. To enable systematic evaluation, we introduce a benchmark for hierarchical SBI. We validate TFMPE on this benchmark and on realistic infectious disease and computational fluid dynamics models, finding well-calibrated posteriors while reducing computational cost.","['cs.LG', 'cs.AI']",http://arxiv.org/abs/2604.20723v1,https://arxiv.org/pdf/2604.20723v1,22/04/2026-16:07:47,"['Giovanni Charles', 'Cosmo Santoni', 'Seth Flaxman', 'Elizaveta Semenova']",cs.LG
COMPASS: COntinual Multilingual PEFT with Adaptive Semantic Sampling,"Large language models (LLMs) often exhibit performance disparities across languages, with naive multilingual fine-tuning frequently degrading performance due to negative cross-lingual interference. To address this, we introduce COMPASS (COntinual Multilingual PEFT with Adaptive Semantic Sampling), a novel data-centric framework for adapting LLMs to target languages. COMPASS leverages parameter-efficient fine-tuning (PEFT) by training lightweight, language-specific adapters on a judiciously selected subset of auxiliary multilingual data. The core of our method is a distribution-aware sampling strategy that uses multilingual embeddings and clustering to identify semantic gaps between existing training data and a target usage distribution. By prioritizing auxiliary data from under-represented semantic clusters, COMPASS maximizes positive cross-lingual transfer while minimizing interference. We extend this into a continual learning framework, COMPASS-ECDA, which monitors for data distribution shifts in production and dynamically updates adapters to prevent model staleness, balancing adaptation to new data with the preservation of existing knowledge. Across three different model architectures (Phi-4-Mini, Llama-3.1-8B, and Qwen2.5-7B) and multiple challenging multilingual benchmarks (Global-MMLU, MMLU-ProX), including unseen long-context tasks (OneRuler), we demonstrate that COMPASS consistently outperforms baseline methods guided by linguistic similarity, providing an effective, efficient, and sustainable solution for developing and maintaining high-performing multilingual models in dynamic environments.","['cs.LG', 'cs.AI', 'cs.CL']",http://arxiv.org/abs/2604.20720v1,https://arxiv.org/pdf/2604.20720v1,22/04/2026-16:07:10,['Noah Flynn'],cs.LG
ONOTE: Benchmarking Omnimodal Notation Processing for Expert-level Music Intelligence,"Omnimodal Notation Processing (ONP) represents a unique frontier for omnimodal AI due to the rigorous, multi-dimensional alignment required across auditory, visual, and symbolic domains. Current research remains fragmented, focusing on isolated transcription tasks that fail to bridge the gap between superficial pattern recognition and the underlying musical logic. This landscape is further complicated by severe notation biases toward Western staff and the inherent unreliability of ""LLM-as-a-judge"" metrics, which often mask structural reasoning failures with systemic hallucinations. To establish a more rigorous standard, we introduce ONOTE, a multi-format benchmark that utilizes a deterministic pipeline--grounded in canonical pitch projection--to eliminate subjective scoring biases across diverse notation systems. Our evaluation of leading omnimodal models exposes a fundamental disconnect between perceptual accuracy and music-theoretic comprehension, providing a necessary framework for diagnosing reasoning vulnerabilities in complex, rule-constrained domains.","['cs.SD', 'cs.AI', 'cs.MM', 'eess.AS']",http://arxiv.org/abs/2604.20719v1,https://arxiv.org/pdf/2604.20719v1,22/04/2026-16:06:48,"['Menghe Ma', 'Siqing Wei', 'Yuecheng Xing', 'Yaheng Wang', 'Fanhong Meng', 'Peijun Han', 'Luu Anh Tuan', 'Haoran Luo']",cs.SD
Localizing entropy production along non-equilibrium trajectories,"Entropy production is a universal measure of irreversibility and energy dissipation in physical, chemical, and biological systems operating far from equilibrium. However, quantifying and spatiotemporally localising it in complex processes directly from experimental data remains a major open challenge. Here we address this issue through a data-driven approach that combines the recently developed short-time thermodynamic uncertainty relation based inference scheme with machine learning techniques. Our approach leverages the flexible function representation provided by deep neural networks to achieve accurate reconstruction of high-dimensional, potentially time-dependent dissipative force fields as well as the localization of fluctuating entropy production in both space and time along nonequilibrium trajectories. We demonstrate the versatility of the framework through applications to diverse systems of fundamental interest and experimental significance, where it successfully addresses distinct challenges in localising entropy production.",['cond-mat.stat-mech'],http://arxiv.org/abs/2503.20427v4,https://arxiv.org/pdf/2503.20427v4,26/03/2025-10:59:27,"['Biswajit Das', 'Sreekanth K Manikandan']",cond-mat.stat-mech
Rank-2 Electromagnetic Backgrounds and Angular Momentum Barriers in Gravitomagnetic Spin-Quadrupole Searches,"We present a complete analysis of the angular momentum selection rules and electromagnetic backgrounds that constrain any spectroscopic search for the gravitomagnetic spin-quadrupole coupling in highly charged ions. A sequence of four barriers is identified: (i)~the Wigner-Eckart theorem mandates $j \geq 3/2$ electronic states for sensitivity to the rank-2 gravitomagnetic operator, excluding the deformation-immune $j=1/2$ states; (ii)~the nuclear electric quadrupole hyperfine interaction (HFS-E2) generates an $\sim 18$-orders-of-magnitude electromagnetic background in the required $j=3/2$ channel; (iii)~second-order HFS mixing between fine-structure levels leaves a residual $\sim 10^{-6}$ eV even after centroid extraction; (iv)~tensor nuclear polarizability (TNP), scaling with $B(E2)$ rather than $Q_s$, introduces an independent rank-2 background of $\sim 10^{-12}$ eV. We derive the algebraic conditions under which a multi-isotope, multi-transition Generalized King Plot can separate these backgrounds from the gravitational signal, and show that the minimum experimental topology requires three transitions and $N_{\text{odd}} \geq N_{\text{bkg}} + 1$ odd-spin isotopes with linearly independent nuclear parameters. For the molybdenum chain, this yields a first laboratory-derivable bound $|χ- 1| \lesssim 10^{8} - 10^9$ on the gyrogravitational ratio, limited by current precision on nuclear quadrupole moments and transition rates. We quantify the experimental milestones needed to improve this bound by each order of magnitude, providing a roadmap for future searches.","['quant-ph', 'gr-qc', 'nucl-th']",http://arxiv.org/abs/2604.20717v1,https://arxiv.org/pdf/2604.20717v1,22/04/2026-16:03:28,['Leonardo A. Pachon'],quant-ph
"Stabilization of a non-superconducting, orthorhombic phase by over-hydrogenating LaFeSiH","Chemical composition provides a powerful route to tune the electronic ground state of iron-based superconductors and other quantum materials, yet access to highly doped phases remains limited. Here we demonstrate that high-pressure thermal decomposition of hydrogen-rich precursors enables over-hydrogenation of LaFeSi. Using anthracene, we synthesize tetragonal superconducting LaFeSiH, including a single hydrogen site, while ammonia borane yields a structurally distorted over-hydrogenated phase, LaFeSiH1+x, with an orthorhombic structure. Chemical analysis reveal excess hydrogen (x ~ 0.6), implying a second H site in LaFeSiH1.6 whose localization and occupancy are determined by neutron diffraction. In contrast to metallic LaFeSi and superconducting LaFeSiH, orthorhombic LaFeSiH1.6 exhibits semiconductor-like behavior. Upon hydrogen release near 100 °C, it transforms into tetragonal superconducting LaFeSiH1+δ (δ << 0.6). These results establish the chemical flexibility of the layered LaFeSiX (X = H, O, F) family and provide access to a high hydrogen-doping regime, creating new opportunities to investigate superconductivity in Fe-based silicides.",['cond-mat.supr-con'],http://arxiv.org/abs/2604.20716v1,https://arxiv.org/pdf/2604.20716v1,22/04/2026-16:03:14,"['M. F. Hansen', 'C. Lepoittevin', 'J. -B. Vaney', 'P. Boullay', 'V. Nassif', 'A. Sulpice', 'H. Mayaffre', 'M. -H. Julien', 'S. Tencé', 'P. Toulemonde']",cond-mat.supr-con
Reduction and classification of higher-order Markov chains,"We study the class structure of finite-alphabet Markov chains with arbitrary memory length. To capture the structural constraints induced by prohibited transitions, we introduce the skeleton of a higher-order transition kernel, defined as a reduced set of contexts encoding all essential zero-probability patterns. To each skeleton we associate a binary transition matrix. We show that the communicating class structure of this matrix completely determines the recurrent classes of the original higher-order Markov chain, along with their periods. As a consequence, simple criteria for essential irreducibility and periodicity follow directly from the skeleton, without constructing the full first-order representation on the enlarged state space. From a practical perspective, this approach can yield significant computational gains. An example illustrates how the skeleton may have substantially smaller order than the original chain.","['math.ST', 'math.PR']",http://arxiv.org/abs/2601.06674v2,https://arxiv.org/pdf/2601.06674v2,10/01/2026-20:24:35,"['Christophe Gallesco', 'Caio Teodore Genovese Huss Oliveira', 'Daniel Yasumasa Takahashi']",math.ST
Learning-based Linear Inversion for Quantitative Pulse-Echo Speed-of-Sound Imaging,"Computed ultrasound tomography in echo mode generates maps of tissue speed of sound (SoS) from the shift of echoes when detected under varying steering angles. It solves a linearized inverse problem that requires regularization to complement the echo shift data with a priori constraints. Spatial gradient regularization has been used to enforce smooth solutions, but SoS estimates were found to be biased depending on tissue layer geometry. Here, we propose to train a linear operator to minimize SoS errors on average over a large number of random tissue models that sample the distribution of geometries and SoS values expected in vivo. In an extensive simulation study on liver imaging, we demonstrate that biases are strongly reduced, with residual biases being the result of a partial non-linearity in the actual physical problem. This approach can either be applied directly to echo-shift data or to the SoS maps estimated with gradient regularization, where the former shows slightly better performance, but the latter is computationally more efficient. Experimental phantom results confirm the transferability of our results to real ultrasound data.",['physics.med-ph'],http://arxiv.org/abs/2408.11471v2,https://arxiv.org/pdf/2408.11471v2,21/08/2024-09:38:51,"['Parisa Salemi Yolgunlu', 'Jules Blom', 'Naiara Korta Martiartu', 'Michael Jaeger']",physics.med-ph
GeoRelight: Learning Joint Geometrical Relighting and Reconstruction with Flexible Multi-Modal Diffusion Transformers,"Relighting a person from a single photo is an attractive but ill-posed task, as a 2D image ambiguously entangles 3D geometry, intrinsic appearance, and illumination. Current methods either use sequential pipelines that suffer from error accumulation, or they do not explicitly leverage 3D geometry during relighting, which limits physical consistency. Since relighting and estimation of 3D geometry are mutually beneficial tasks, we propose a unified Multi-Modal Diffusion Transformer (DiT) that jointly solves for both: GeoRelight. We make this possible through two key technical contributions: isotropic NDC-Orthographic Depth (iNOD), a distortion-free 3D representation compatible with latent diffusion models; and a strategic mixed-data training method that combines synthetic and auto-labeled real data. By solving geometry and relighting jointly, GeoRelight achieves better performance than both sequential models and previous systems that ignored geometry.",['cs.CV'],http://arxiv.org/abs/2604.20715v1,https://arxiv.org/pdf/2604.20715v1,22/04/2026-16:01:04,"['Yuxuan Xue', 'Ruofan Liang', 'Egor Zakharov', 'Timur Bagautdinov', 'Chen Cao', 'Giljoo Nam', 'Shunsuke Saito', 'Gerard Pons-Moll', 'Javier Romero']",cs.CV
Learning to Evolve: A Self-Improving Framework for Multi-Agent Systems via Textual Parameter Graph Optimization,"Designing and optimizing multi-agent systems (MAS) is a complex, labor-intensive process of ""Agent Engineering."" Existing automatic optimization methods, primarily focused on flat prompt tuning, lack the structural awareness to debug the intricate web of interactions in MAS. More critically, these optimizers are static; they do not learn from experience to improve their own optimization strategies. To address these gaps, we introduce Textual Parameter Graph Optimization (TPGO), a framework that enables a multi-agent system to learn to evolve. TPGO first models the MAS as a Textual Parameter Graph (TPG), where agents, tools, and workflows are modular, optimizable nodes. To guide evolution, we derive ""textual gradients,"" structured natural language feedback from execution traces, to pinpoint failures and suggest granular modifications. The core of our framework is Group Relative Agent Optimization (GRAO), a novel meta-learning strategy that learns from historical optimization experiences. By analyzing past successes and failures, GRAO becomes progressively better at proposing effective updates, allowing the system to learn how to optimize itself. Extensive experiments on complex benchmarks like GAIA and MCP-Universe show that TPGO significantly enhances the performance of state-of-the-art agent frameworks, achieving higher success rates through automated, self-improving optimization.",['cs.AI'],http://arxiv.org/abs/2604.20714v1,https://arxiv.org/pdf/2604.20714v1,22/04/2026-16:00:46,"['Shan He', 'Runze Wang', 'Zhuoyun Du', 'Huiyu Bai', 'Zouying Cao', 'Yu Cheng', 'Bo Zheng']",cs.AI
Visual-Tactile Peg-in-Hole Assembly Learning from Peg-out-of-Hole Disassembly,"Peg-in-hole (PiH) assembly is a fundamental yet challenging robotic manipulation task. While reinforcement learning (RL) has shown promise in tackling such tasks, it requires extensive exploration. In this paper, we propose a novel visual-tactile skill learning framework for the PiH task that leverages its inverse task, i.e., peg-out-of-hole (PooH) disassembly, to facilitate PiH learning. Compared to PiH, PooH is inherently easier as it only needs to overcome existing friction without precise alignment, making data collection more efficient. To this end, we formulate both PooH and PiH as Partially Observable Markov Decision Processes (POMDPs) in a unified environment with shared visual-tactile observation space. A visual-tactile PooH policy is first trained; its trajectories, containing kinematic, visual and tactile information, are temporally reversed and action-randomized to provide expert data for PiH. In the policy learning, visual sensing facilitates the peg-hole approach, while tactile measurements compensate for peg-hole misalignment. Experiments across diverse peg-hole geometries show that the visual-tactile policy attains 6.4% lower contact forces than its single-modality counterparts, and that our framework achieves average success rates of 87.5% on seen objects and 77.1% on unseen objects, outperforming direct RL methods that train PiH policies from scratch by 18.1% in success rate. Demos, code, and datasets are available at https://sites.google.com/view/pooh2pih.",['cs.RO'],http://arxiv.org/abs/2604.20712v1,https://arxiv.org/pdf/2604.20712v1,22/04/2026-15:56:58,"['Yongqiang Zhao', 'Xuyang Zhang', 'Zhuo Chen', 'Matteo Leonetti', 'Emmanouil Spyrakos-Papastavridis', 'Shan Luo']",cs.RO
Identification strategies for combining an experimental study with external data,"There is increasing interest in combining information from experimental studies, including randomized and single-group trials, with information from external experimental or observational data sources. Such efforts are usually motivated by the desire to compare treatments evaluated in different studies -- for instance, by constructing external comparator groups for some index study -- or to estimate treatment effects with greater precision. Proposals to combine experimental studies with external data were made at least as early as the 1970s, but in recent years have come under increasing consideration within clinical practice and by regulatory agencies involved in drug and device evaluation, particularly with the increasing availability of trial and observational data. In this paper, we describe basic study templates that combine information from experimental studies with external data, and use the potential (counterfactual) outcomes framework to elaborate identification strategies for potential outcome means and average treatment effects. We argue that these identification strategies inherit ideas relevant to the study of causation in single-source studies and the related literature on combining information (e.g., generalizability and transportability methods), but merit consideration as a separate class of causal problems because they differ in terms of their scientific motivations, definitions of the target population, sampling, data structures, and identifiability conditions. In formalizing identification strategies for the analyses described herein, we hope to provide a conceptual foundation to support the systematic use and evaluation of such efforts.","['stat.ME', 'math.ST']",http://arxiv.org/abs/2406.03302v4,https://arxiv.org/pdf/2406.03302v4,05/06/2024-14:11:40,"['Lawson Ung', 'Guanbo Wang', 'Sebastien Haneuse', 'Miguel A. Hernán', 'Issa J. Dahabreh']",stat.ME
EvolveSignal: A Large Language Model Powered Coding Agent for Discovering Traffic Signal Control Strategies,"In traffic engineering, fixed-time traffic signal control remains widely used for its low cost, stability, and interpretability. However, its design relies on hand-crafted formulas (e.g., Webster) and manual re-timing by engineers to adapt to demand changes, which is labor-intensive and often yields suboptimal results under heterogeneous or congested conditions. This paper introduces EvolveSignal, an LLM-powered coding agent for automatically discovering interpretable heuristic strategies for fixed-time traffic signal control. Rather than deriving entirely new analytical formulations, the proposed framework focuses on exploring code-level variations of existing control logic and identifying effective combinations of heuristic modifications. We formulate the problem as program synthesis, where candidate strategies are represented as Python functions with fixed input-output structures and iteratively optimized through external evaluations (e.g., a traffic simulator) and evolutionary search. Experiments on a signalized intersection demonstrate that the discovered strategies outperform a classical baseline (Webster's method), reducing average delay by 20.1\% and average stops by 47.1\%. Beyond performance, ablation and incremental analyses reveal that EvolveSignal can identify meaningful modifications, such as adjusting cycle length bounds, incorporating right-turn demand, and rescaling green allocations, that provide useful insights for traffic engineers. This work highlights the potential of LLM-driven program synthesis for supporting interpretable and automated heuristic design in traffic signal control.",['cs.LG'],http://arxiv.org/abs/2509.03335v3,https://arxiv.org/pdf/2509.03335v3,03/09/2025-14:10:56,"['Leizhen Wang', 'Peibo Duan', 'Hao Wang', 'Yue Wang', 'Jian Xu', 'Nan Zheng', 'Zhenliang Ma']",cs.LG
Study of Higgs boson pair production in the $HH \rightarrow b \overline{b} γγ$ final state with 308 fb$^{-1}$ of data collected at $\sqrt{s} =$ 13 TeV and 13.6 TeV by the ATLAS experiment,"A search for Higgs boson pair production in the $b \bar{b} γγ$ final state is performed. The proton-proton collision dataset corresponds to an integrated luminosity of 308 fb$^{-1}$, consisting of two samples, 140 fb$^{-1}$ at a centre-of-mass energy of $\sqrt{s} = 13$ TeV and 168 fb$^{-1}$ at $\sqrt{s} =13.6$ TeV, recorded between 2015 and 2024 by the ATLAS detector at the CERN Large Hadron Collider. In addition to a larger dataset, this analysis improves upon the previous search in the same final state through several methodological and technical developments. The Higgs boson pair production cross section divided by the Standard Model prediction is found to be $μ_{HH} = 0.9^{+1.4}_{-1.1}$ ($μ_{HH} = 1^{+1.3}_{-1.0}$ expected), which translates into a 95% confidence-level upper limit of $μ_{HH}<3.7$. At the same confidence level the Higgs self-coupling modifier is constrained to be in the range $-1.6 < κ_λ< 6.6$ ($-1.8 < κ_λ< 6.9$ expected).",['hep-ex'],http://arxiv.org/abs/2507.03495v2,https://arxiv.org/pdf/2507.03495v2,04/07/2025-11:42:19,['ATLAS Collaboration'],hep-ex
Quantitative homogenization for static contact Hamilton-Jacobi equations,"We characterize possible pairs $(u_\varepsilon,c)\in C(\mathbb{R}^n\backslash\varepsilon\mathbb{Z}^n,\mathbb{R})\times\mathbb{R}$ addressing the homogenization problem for Hamilton--Jacobi equations $$
  H\left(\frac{x}{\varepsilon}, d u_\varepsilon, u_\varepsilon\right)=c,
  \quad
  \left({\mathrm resp.} \quad
  H\left(\frac{x}{\varepsilon}, d u_\varepsilon, u_\varepsilon\right)=\varepsilonΔu_\varepsilon+c \right) $$ for all $\varepsilon>0$. Under a (not necessarily strict) monotonicity assumption on the Hamiltonian, we proposed certain criteria (based on the structure of Mather measures), under which all possible solutions $u_\varepsilon$ converge to a uniquely identified limit $u\in C(\mathbb{R}^n,\mathbb{R})$ solving the effective equation \[ \overline H( du,u)=c,\quad ({\mathrm resp.}\quad \overline H(du,u)=Δu+c) \] as $\varepsilon\rightarrow 0_+$ with a uniform rate $\mathcal{O}(\varepsilon)$.",['math.AP'],http://arxiv.org/abs/2604.02693v2,https://arxiv.org/pdf/2604.02693v2,03/04/2026-03:38:49,"['Gengyu Liu', 'Son N. T. Tu', 'Jianlu Zhang']",math.AP
The Role and Relationship of Initialization and Densification in 3D Gaussian Splatting,"3D Gaussian Splatting (3DGS) has become the method of choice for photo-realistic 3D reconstruction of scenes, due to being able to efficiently and accurately recover the scene appearance and geometry from images. 3DGS represents the scene through a set of 3D Gaussians, parameterized by their position, spatial extent, and view-dependent color. Starting from an initial point cloud, 3DGS refines the Gaussians' parameters as to reconstruct a set of training images as accurately as possible. Typically, a sparse Structure-from-Motion point cloud is used as initialization. In order to obtain dense Gaussian clouds, 3DGS methods thus rely on a densification stage. In this paper, we systematically study the relation between densification and initialization. Proposing a new benchmark, we study combinations of different types of initializations (dense laser scans, dense (multi-view) stereo point clouds, dense monocular depth estimates, sparse SfM point clouds) and different densification schemes. We show that current densification approaches are not able to take full advantage of dense initialization as they are often unable to (significantly) improve over sparse SfM-based initialization. We will make our benchmark publicly available.",['cs.CV'],http://arxiv.org/abs/2603.20714v2,https://arxiv.org/pdf/2603.20714v2,21/03/2026-08:37:36,"['Ivan Desiatov', 'Torsten Sattler']",cs.CV
QuanForge: A Mutation Testing Framework for Quantum Neural Networks,"With the growing synergy between deep learning and quantum computing, Quantum Neural Networks (QNNs) have emerged as a promising paradigm by leveraging quantum parallelism and entanglement. However, testing QNNs remains underexplored due to their complex quantum dynamics and limited interpretability. Developing a mutation testing technique for QNNs is promising while requires addressing stochastic factors, including the inherent randomness of mutation operators and quantum measurements. To tackle these challenges, we propose QuanForge, a mutation testing framework specifically designed for QNNs. We first introduce statistical mutation killing to provide a more reliable criterion. QuanForge incorporates nine post-training mutation operators at both gate and parameter levels, capable of simulating various potential errors in quantum circuits. Finally, a mutant generation algorithm is formalized that systematically produces effective mutants, thereby enabling a robust and reliable mutation analysis. Through extensive experiments on benchmark datasets and QNN architectures, we show that QuanForge can effectively distinguish different test suites and localize vulnerable circuit regions, providing insights for data enhancement and structural assessment of QNNs. We also analyze the generation capabilities of different operators and evaluate performance under simulated noisy conditions to assess the practical feasibility of QuanForge for future quantum devices.","['cs.SE', 'cs.AI']",http://arxiv.org/abs/2604.20706v1,https://arxiv.org/pdf/2604.20706v1,22/04/2026-15:47:44,"['Minqi Shao', 'Shangzhou Xia', 'Jianjun Zhao']",cs.SE
HIRE: A Hybrid Learned Index for Robust and Efficient Performance under Mixed Workloads,"Indexes are critical for efficient data retrieval and updates in modern databases. Recent advances in machine learning have led to the development of learned indexes, which model the cumulative distribution function of data to predict search positions and accelerate query processing. While learned indexes substantially outperform traditional structures for point lookups, they often suffer from high tail latency, suboptimal range query performance, and inconsistent effectiveness across diverse workloads. To address these challenges, this paper proposes HIRE, a hybrid in-memory index structure designed to deliver efficient performance consistently. HIRE combines the structural and performance robustness of traditional indexes with the predictive power of model-based prediction to reduce search overhead while maintaining worst-case stability. Specifically, it employs (1) hybrid leaf nodes adaptive to varying data distributions and workloads, (2) model-accelerated internal nodes augmented by log-based updates for efficient updates, (3) a nonblocking, cost-driven recalibration mechanism for dynamic data, and (4) an inter-level optimized bulk-loading algorithm accounting for leaf and internal-node errors. Experimental results on multiple real-world datasets demonstrate that HIRE outperforms both state-of-the-art learned indexes and traditional structures in range-query throughput, tail latency, and overall stability. Compared to state-of-the-art learned indexes and traditional indexes, HIRE achieves up to 41.7$\times$ higher throughput under mixed workloads, reduces tail latency by up to 98% across varying scenarios.",['cs.DB'],http://arxiv.org/abs/2511.21307v2,https://arxiv.org/pdf/2511.21307v2,26/11/2025-11:52:21,"['Xinyi Zhang', 'Liang Liang', 'Anastasia Ailamaki', 'Jianliang Xu']",cs.DB
Auto-ART: Structured Literature Synthesis and Automated Adversarial Robustness Testing,"Adversarial robustness evaluation underpins every claim of trustworthy ML deployment, yet the field suffers from fragmented protocols and undetected gradient masking. We make two contributions. (1) Structured synthesis. We analyze nine peer-reviewed corpus sources (2020--2026) through seven complementary protocols, producing the first end-to-end structured analysis of the field's consensus and unresolved challenges. (2) Auto-ART framework. We introduce Auto-ART, an open-source framework that operationalizes identified gaps: 50+ attacks, 28 defense modules, the Robustness Diagnostic Index (RDI), and gradient-masking detection. It supports multi-norm evaluation (l1/l2/linf/semantic/spatial) and compliance mapping to NIST AI RMF, OWASP LLM Top 10, and the EU AI Act. Empirical validation on RobustBench demonstrates that Auto-ART's pre-screening identifies gradient masking in 92% of flagged cases, and RDI rankings correlate highly with full AutoAttack. Multi-norm evaluation exposes a 23.5 pp gap between average and worst-case robustness on state-of-the-art models. No prior work combines such structured meta-scientific analysis with an executable evaluation framework bridging literature gaps into engineering.","['cs.CR', 'cs.LG']",http://arxiv.org/abs/2604.20704v1,https://arxiv.org/pdf/2604.20704v1,22/04/2026-15:46:11,['Abhijit Talluri'],cs.CR
Deriving motivic coactions and single-valued maps at genus zero from zeta generators,"Multiple polylogarithms are equipped with rich algebraic structures including the motivic coaction and the single-valued map which both found fruitful applications in high-energy physics. In recent work arXiv:2312.00697, the current authors presented a conjectural reformulation of the motivic coaction and the single-valued map via zeta generators, certain operations on non-commuting variables in suitable generating series of multiple polylogarithms. In this work, the conjectures of the reference will be proven for multiple polylogarithms that depend on any number of variables on the Riemann sphere.","['hep-th', 'math.AG', 'math.NT']",http://arxiv.org/abs/2503.02096v2,https://arxiv.org/pdf/2503.02096v2,03/03/2025-22:31:18,"['Hadleigh Frost', 'Martijn Hidding', 'Deepak Kamlesh', 'Carlos Rodriguez', 'Oliver Schlotterer', 'Bram Verbeek']",hep-th
Wideband Direct Satellite Uplink Enabled by Pilot-less Sparse Superposition Codes,"Direct satellite uplink is severely constrained by limited link budgets, which hinder the exploitation of wideband resources, and ultimately limit the throughout. This paper presents a pilot-less coded modulation scheme based on sparse superposition coding (SSC) to enable efficient wideband usage in coverage-limited scenarios. This scheme leverages the structured Zadoff-Chu quasi-orthogonal (ZC-QO) dictionary to support scalable transmission. To address decoding complexity, the SSC transmitted signal embeds root index information via indicator sequences, allowing the receiver to restrict the decoding search space. In addition, a multi-codeword transmission framework with repetition and stop-feedback is developed, enabling reliable communication and better resource utilization. Simulation results show that the proposed scheme achieves throughput gains compared to a more conventional narrow-band multi-dimensional constellation-based approach.","['cs.IT', 'eess.SP']",http://arxiv.org/abs/2604.20702v1,https://arxiv.org/pdf/2604.20702v1,22/04/2026-15:44:38,"['Alberto G. Perotti', 'Branislav M. Popovic', 'Renaud-Alexandre Pitaval']",cs.IT
Overcoming the Modality Gap in Context-Aided Forecasting,"Context-aided forecasting (CAF) holds promise for integrating domain knowledge and forward-looking information, enabling AI systems to surpass traditional statistical methods. However, recent empirical studies reveal a puzzling gap: multimodal models often fail to outperform their unimodal counterparts. We hypothesize that this underperformance stems from poor context quality in existing datasets, as verification is challenging. To address these limitations, we introduce a semi-synthetic data augmentation method that generates contexts both descriptive of temporal dynamics and verifiably complementary to numerical histories. This approach enables massive-scale dataset creation, resulting in CAF-7M, a corpus of 7 million context-augmented time series windows, including a rigorously verified test set. We demonstrate that semi-synthetic pre-training transfers effectively to real-world evaluation, and show clear evidence of context utilization. Our results suggest that dataset quality, rather than architectural limitations, has been the primary bottleneck in context-aided forecasting.",['cs.LG'],http://arxiv.org/abs/2603.12451v3,https://arxiv.org/pdf/2603.12451v3,12/03/2026-21:05:33,"['Vincent Zhihao Zheng', 'Étienne Marcotte', 'Arjun Ashok', 'Andrew Robert Williams', 'Lijun Sun', 'Alexandre Drouin', 'Valentina Zantedeschi']",cs.LG
MixLLM: LLM Quantization with Global Mixed-precision between Output-features and Highly-efficient System Design,"Quantization has become one of the most effective methodologies to compress LLMs into smaller size. However, the existing quantization solutions still show limitations of either non-negligible accuracy drop or low system efficiency. In this paper, we propose MixLLM that explores the optimization space of mixed-precision quantization between output features, based on the insight that different features matter differently in the model. MixLLM identifies the important output features in the global view rather than within each single layer, effectively assigning larger bit-width to output features that need it the most to achieve high accuracy and low memory usage. We present the sweet spot of quantization configuration of algorithm-system co-design with high accuracy and system efficiency. To address the system challenge, we design the two-step dequantization to make use of the Tensor Core easily and fast data type conversion to reduce dequantization overhead, and present the software pipeline to overlap the memory access, dequantization and the MatMul to the best. Extensive experiments show that with only 10\% more bits, the perplexity increase can be reduced from about 0.5 in SOTA to within 0.2 for Llama 3.1 70B, while MMLU-Pro loss can be reduced from 1.92 to 0.99 over the SOTA of three popular models. Besides its superior accuracy, MixLLM also achieves state-of-the-art system efficiency. Code is released at https://github.com/microsoft/MixLLM.",['cs.LG'],http://arxiv.org/abs/2412.14590v2,https://arxiv.org/pdf/2412.14590v2,19/12/2024-07:15:15,"['Zhen Zheng', 'Xiaonan Song', 'Chuanjie Liu']",cs.LG
